,TEAM,SEASON,AGE,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,PACE,FTr,3PAr,TS%,eFG%,TOV%,ORB%,FT/FGA,eFG%.1,TOV%.1,DRB%,FT/FGA.1,ARENA,ATTENDANCE,ATTENDANCE/G
21,CHI,2000,23.2,15,67,16,66,-9.1,0.01,-9.09,97.2,107.3,-10.1,89.3,0.298,0.14800000000000002,0.495,0.45,15.1,26.6,0.22,0.499,14.3,70.3,0.254,United Center,888654.0,21674.0
61,LAL,2000,29.2,56,26,51,31,3.38,0.37,3.74,108.4,104.8,3.6,91.7,0.349,0.191,0.535,0.498,13.3,31.1,0.23800000000000002,0.46799999999999997,12.2,72.5,0.23399999999999999,STAPLES Center,776336.0,18935.0
101,BOS,2000,25.9,36,46,35,47,-2.13,-0.26,-2.4,101.4,103.7,-2.3,92.6,0.33799999999999997,0.252,0.521,0.473,14.7,25.3,0.25,0.493,16.0,72.7,0.256,FleetCenter,629201.0,15346.0
141,SEA,2000,27.9,44,38,41,41,0.02,0.52,0.55,105.6,105.6,0.0,91.6,0.299,0.17600000000000002,0.53,0.491,14.3,29.1,0.21899999999999997,0.488,13.9,69.8,0.19899999999999998,KeyArena at Seattle Center,640847.0,15630.0
170,UTA,2000,32.0,53,29,55,27,4.7,0.31,5.0,107.6,102.4,5.2,89.8,0.363,0.135,0.546,0.49700000000000005,15.1,30.2,0.273,0.473,15.6,73.2,0.301,Delta Center,792196.0,19322.0
201,MIA,2000,30.9,50,32,48,34,2.29,-0.57,1.73,101.1,98.5,2.6,87.1,0.299,0.221,0.515,0.469,13.7,24.3,0.22699999999999998,0.46,15.3,72.7,0.214,AmericanAirlines Arena,678186.0,16541.0
241,PHI,2000,28.2,56,26,54,28,4.28,-0.65,3.64,103.6,98.9,4.7,90.6,0.35100000000000003,0.124,0.518,0.46799999999999997,14.7,31.2,0.262,0.46,14.5,72.5,0.18600000000000003,First Union Center,805692.0,19651.0
281,SAS,2000,29.5,58,24,63,19,7.76,0.16,7.92,106.6,98.0,8.6,89.6,0.374,0.175,0.541,0.496,13.6,27.1,0.267,0.444,12.9,73.7,0.182,Alamodome,913176.0,22273.0
321,WAS,2000,27.0,19,63,23,59,-6.67,-0.08,-6.75,100.6,107.8,-7.2,92.7,0.348,0.131,0.514,0.46,15.7,29.7,0.264,0.503,14.1,71.8,0.23600000000000002,MCI Center,638653.0,15577.0
361,POR,2000,30.1,50,32,53,29,4.2,0.33,4.52,106.5,101.8,4.7,89.1,0.29600000000000004,0.165,0.539,0.49700000000000005,14.8,30.0,0.225,0.47,14.3,72.4,0.223,Rose Garden Arena,831376.0,20277.0
395,SAC,2000,27.1,55,27,57,25,5.82,0.25,6.07,105.6,99.6,6.0,94.4,0.298,0.19399999999999998,0.529,0.484,13.4,27.2,0.23,0.46,14.5,70.7,0.18100000000000002,ARCO Arena (II),709997.0,17317.0
435,HOU,2000,26.7,45,37,48,34,2.29,0.42,2.71,106.7,104.2,2.5,90.4,0.321,0.217,0.5379999999999999,0.49200000000000005,14.0,27.5,0.244,0.475,12.6,71.9,0.20600000000000002,Compaq Center,518555.0,12648.0
469,TOR,2000,29.9,47,35,48,34,2.26,-0.57,1.69,105.9,103.4,2.5,90.9,0.285,0.16699999999999998,0.51,0.46799999999999997,12.1,30.8,0.213,0.47600000000000003,13.3,73.2,0.212,Air Canada Centre,793256.0,19348.0
533,GSW,2000,26.6,17,65,17,65,-9.05,0.94,-8.11,97.8,107.4,-9.6,94.1,0.282,0.134,0.47,0.429,13.9,33.3,0.19899999999999998,0.504,15.0,69.7,0.22699999999999998,The Arena in Oakland,591981.0,14439.0
573,DEN,2000,27.9,40,42,34,48,-2.46,0.64,-1.83,103.7,106.3,-2.6,92.6,0.28600000000000003,0.21,0.511,0.47,12.8,28.3,0.21100000000000002,0.47600000000000003,12.1,71.8,0.223,Pepsi Center,619300.0,15105.0
613,ATL,2000,26.1,25,57,26,56,-5.21,-0.34,-5.55,98.7,104.3,-5.6,91.9,0.272,0.14,0.5,0.456,15.5,28.9,0.20600000000000002,0.47200000000000003,13.8,70.8,0.249,Philips Arena,560330.0,13667.0
644,CHO,2000,28.2,46,36,48,34,2.1,-0.65,1.45,101.8,99.5,2.3,89.4,0.33,0.151,0.506,0.457,13.7,29.8,0.24600000000000002,0.456,14.1,74.5,0.222,Charlotte Coliseum,615424.0,15010.0
662,ORL,2000,26.0,43,39,44,38,0.99,-0.6,0.39,103.2,102.1,1.1,93.2,0.301,0.196,0.513,0.474,13.8,29.1,0.215,0.46399999999999997,15.6,69.8,0.29,TD Waterhouse Centre,605031.0,14757.0
702,CLE,2000,26.9,30,52,28,54,-4.24,-0.23,-4.48,100.3,104.9,-4.6,91.2,0.312,0.10099999999999999,0.509,0.45899999999999996,15.4,29.7,0.239,0.47700000000000004,14.1,71.1,0.248,Gund Arena,650775.0,15873.0
756,NYK,2000,29.8,48,34,50,32,2.63,-0.65,1.98,101.2,98.2,3.0,86.7,0.27899999999999997,0.18,0.523,0.47600000000000003,14.6,24.2,0.222,0.45299999999999996,14.7,74.3,0.24,Madison Square Garden (IV),810283.0,19763.0
796,IND,2000,27.7,41,41,40,42,-0.2,-0.57,-0.77,102.0,102.2,-0.2,89.4,0.312,0.18,0.519,0.47100000000000003,14.5,27.0,0.239,0.452,12.8,71.4,0.235,Conseco Fieldhouse,731800.0,17849.0
836,MIL,2000,28.2,52,30,52,30,3.88,-0.74,3.14,108.8,104.6,4.2,92.1,0.276,0.218,0.542,0.499,12.8,28.1,0.217,0.473,14.4,71.1,0.253,Bradley Center,683125.0,16662.0
871,LAC,2000,24.3,31,51,32,50,-2.89,0.66,-2.23,101.3,104.5,-3.2,89.6,0.319,0.16399999999999998,0.514,0.47600000000000003,14.9,28.3,0.221,0.466,12.0,71.1,0.217,STAPLES Center,601587.0,14673.0
910,DAL,2000,26.6,53,29,53,29,4.28,0.32,4.61,107.1,102.6,4.5,93.2,0.29100000000000004,0.20199999999999999,0.544,0.498,13.1,24.1,0.231,0.467,14.2,70.7,0.244,Reunion Arena,680238.0,16591.0
950,PHO,2000,28.6,51,31,48,34,2.21,0.42,2.63,100.3,98.0,2.3,93.1,0.292,0.156,0.506,0.46,14.1,27.3,0.221,0.46,16.3,73.7,0.252,America West Arena,737586.0,17990.0
990,DET,2000,27.1,32,50,36,46,-1.7,-0.39,-2.08,100.0,101.8,-1.8,94.7,0.325,0.162,0.498,0.45299999999999996,14.2,29.3,0.23399999999999999,0.466,14.0,72.2,0.233,The Palace of Auburn Hills,607323.0,14813.0
1020,MIN,2000,27.4,47,35,45,37,1.35,0.46,1.81,105.2,103.7,1.5,91.8,0.253,0.131,0.523,0.48200000000000004,13.0,28.6,0.19899999999999998,0.478,14.2,71.9,0.23800000000000002,Target Center,717371.0,17497.0
1060,NJN,2000,27.5,26,56,26,56,-5.05,-0.25,-5.3,100.0,105.5,-5.5,91.8,0.32799999999999996,0.165,0.504,0.452,13.9,25.7,0.249,0.488,14.9,70.0,0.258,Continental Airlines Arena,556573.0,13575.0
1077,VAN,2000,26.2,23,59,25,57,-5.73,0.79,-4.94,99.6,105.8,-6.2,91.7,0.289,0.145,0.51,0.46399999999999997,14.9,26.1,0.223,0.491,13.8,69.8,0.19399999999999998,General Motors Place,563218.0,13737.0
